"dataset","loci_name","alphabet","n_taxa","n_bp","pass_phi","pass_maxchi","pass_geneconv_inner","pass_geneconv_outer","pass_geneconv"
"Vanderpool2020","ORTHOMCL11877","dna",29,1674,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11879","dna",27,753,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11880","dna",29,732,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11883","dna",29,831,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11884","dna",29,924,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11885","dna",28,1998,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11886","dna",29,249,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11888","dna",26,1023,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11889","dna",29,381,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11891","dna",29,1095,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11892","dna",29,2577,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11893","dna",29,1373,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11896","dna",20,710,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11898","dna",29,1161,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11899","dna",29,1053,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11902","dna",29,1967,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11904","dna",29,792,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11907","dna",29,342,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11908","dna",28,1185,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11909","dna",29,714,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11911","dna",29,1793,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11912","dna",29,696,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11913","dna",29,1269,FALSE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11914","dna",29,519,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11915","dna",29,1443,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11916","dna",28,950,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11917","dna",29,948,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11918","dna",29,1806,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11920","dna",29,456,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11922","dna",28,546,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11923","dna",28,2403,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11924","dna",18,232,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11926","dna",29,1308,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11931","dna",29,627,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11932","dna",29,3168,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11934","dna",29,1083,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11935","dna",29,957,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11937","dna",29,1065,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11938","dna",29,828,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11940","dna",29,888,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11943","dna",29,1011,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11944","dna",29,1096,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11946","dna",25,510,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11948","dna",29,1110,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11949","dna",28,1378,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11950","dna",29,821,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11951","dna",29,870,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11952","dna",29,753,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11954","dna",29,2068,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11955","dna",29,378,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11956","dna",29,1824,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11958","dna",29,510,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11960","dna",29,1068,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11961","dna",29,966,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11962","dna",28,489,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11963","dna",24,1230,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11965","dna",29,744,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11968","dna",28,1116,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11970","dna",28,2175,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11971","dna",29,561,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11972","dna",28,1248,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11973","dna",29,243,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11974","dna",29,1143,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11977","dna",28,762,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11978","dna",29,1022,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11979","dna",29,1134,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11980","dna",29,747,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11981","dna",29,805,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11982","dna",29,612,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11983","dna",29,1047,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL11986","dna",28,846,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11987","dna",29,1260,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11988","dna",29,1543,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11990","dna",29,927,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11993","dna",29,732,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11994","dna",29,990,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11996","dna",29,444,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL11998","dna",28,303,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL11999","dna",19,1278,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12000","dna",29,2325,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12001","dna",29,1038,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12007","dna",29,726,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12008","dna",29,498,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12009","dna",28,1131,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12014","dna",29,501,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12016","dna",29,510,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12017","dna",29,699,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12018","dna",27,1164,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12019","dna",29,735,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12020","dna",29,897,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12021","dna",29,803,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12022","dna",29,546,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12024","dna",28,2346,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12028","dna",29,1149,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12030","dna",29,1149,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12033","dna",28,1287,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12035","dna",29,1089,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12036","dna",29,534,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12037","dna",29,456,FALSE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12038","dna",29,525,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12040","dna",28,327,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12041","dna",28,1810,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12042","dna",29,1268,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12043","dna",29,1215,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12044","dna",29,552,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12045","dna",28,759,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12049","dna",29,414,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12050","dna",28,705,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12051","dna",29,711,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12052","dna",29,1338,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12053","dna",29,603,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12056","dna",29,882,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12057","dna",29,1259,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12058","dna",29,1828,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12059","dna",29,1395,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12060","dna",29,624,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12062","dna",29,2037,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12063","dna",29,702,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12064","dna",29,618,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12066","dna",29,696,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12067","dna",29,813,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12068","dna",26,447,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12070","dna",29,1366,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12071","dna",29,1131,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12074","dna",29,564,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12075","dna",18,2160,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12080","dna",29,954,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12081","dna",29,414,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12083","dna",28,777,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12084","dna",29,1065,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12085","dna",29,1241,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12087","dna",29,213,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12091","dna",29,4842,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12092","dna",28,1485,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12093","dna",29,1926,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12094","dna",29,2116,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12095","dna",29,1362,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12096","dna",29,993,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12097","dna",29,1569,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12099","dna",28,807,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12101","dna",29,2544,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12104","dna",29,327,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12105","dna",29,1005,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12106","dna",29,690,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12107","dna",29,519,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12108","dna",29,2978,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12111","dna",29,873,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12112","dna",29,1077,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12115","dna",29,1194,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12116","dna",29,987,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12117","dna",29,402,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12119","dna",28,1308,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12122","dna",29,669,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12123","dna",29,600,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12124","dna",29,1577,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12127","dna",29,1854,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12130","dna",22,594,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12132","dna",29,2364,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12133","dna",29,900,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12135","dna",29,1500,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12137","dna",29,909,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12139","dna",29,1053,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12140","dna",29,1197,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12141","dna",29,1405,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12142","dna",29,297,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12144","dna",29,450,FALSE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12145","dna",29,714,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12146","dna",29,630,FALSE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12148","dna",29,971,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12149","dna",29,1092,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12152","dna",29,886,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12153","dna",29,480,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12154","dna",28,1962,FALSE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12155","dna",29,1236,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12156","dna",29,273,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12159","dna",29,1578,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12160","dna",29,1278,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12161","dna",29,1862,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12163","dna",29,1920,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12164","dna",29,3630,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12166","dna",29,570,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12167","dna",29,1367,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12169","dna",29,1524,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12170","dna",29,1263,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12171","dna",29,483,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12172","dna",29,1161,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12173","dna",29,255,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12176","dna",26,405,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12177","dna",29,900,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12180","dna",26,495,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12181","dna",29,573,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12182","dna",29,510,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12184","dna",29,846,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12187","dna",29,516,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12188","dna",29,669,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12189","dna",27,333,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12191","dna",29,1419,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12192","dna",29,795,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12194","dna",28,760,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12195","dna",29,789,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12197","dna",29,825,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12198","dna",29,3578,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12199","dna",29,705,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12201","dna",29,2413,TRUE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12202","dna",29,1207,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12203","dna",29,831,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12205","dna",29,1419,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12206","dna",29,1476,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12207","dna",29,357,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12209","dna",29,1032,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12212","dna",29,1278,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12213","dna",29,846,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12214","dna",29,779,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12215","dna",28,1035,FALSE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12216","dna",29,1254,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12218","dna",29,1383,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12219","dna",29,567,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12220","dna",22,540,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12223","dna",29,675,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12224","dna",29,1025,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12227","dna",28,897,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12229","dna",29,3128,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12231","dna",27,2628,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12232","dna",29,1361,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12233","dna",29,549,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12238","dna",28,1272,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12239","dna",28,672,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12240","dna",29,5034,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12241","dna",29,1383,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12242","dna",29,255,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12243","dna",29,1333,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12244","dna",29,687,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12245","dna",29,582,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12246","dna",29,951,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12247","dna",29,1170,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12248","dna",29,891,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12249","dna",29,1872,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12250","dna",29,1447,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12254","dna",29,588,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12255","dna",29,840,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12258","dna",29,543,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12259","dna",29,483,TRUE,TRUE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12260","dna",29,971,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12261","dna",29,1074,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12262","dna",29,723,FALSE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12263","dna",29,1044,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12264","dna",29,1419,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12265","dna",28,972,TRUE,TRUE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12266","dna",29,948,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12268","dna",29,1064,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12269","dna",29,864,FALSE,FALSE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12270","dna",26,774,TRUE,FALSE,FALSE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12271","dna",29,552,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12272","dna",28,1269,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12273","dna",29,1452,TRUE,TRUE,TRUE,FALSE,FALSE
"Vanderpool2020","ORTHOMCL12274","dna",28,654,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12275","dna",29,429,TRUE,FALSE,FALSE,TRUE,FALSE
"Vanderpool2020","ORTHOMCL12276","dna",29,1521,TRUE,FALSE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12277","dna",29,693,TRUE,TRUE,TRUE,TRUE,TRUE
"Vanderpool2020","ORTHOMCL12278","dna",29,696,TRUE,TRUE,FALSE,FALSE,FALSE
